cls,spec,fallback,n_empty,coh0,coh1,coh2,coh3,share0,share1,share2,share3
Unripe,0.00200213561131874,0,0,0.9041227229146692,0.9066205533596838,0.8998435054773083,0.9441379310344827,27.898889929115956,27.069680353082788,25.638625117025544,19.39280460077571
Unripe,0.0025401069518716578,0,0,0.9039280643634643,0.9197622585438335,0.8625393494228751,0.938158819395643,28.320600455702987,27.060715721753116,25.546173435196355,19.072510387347542
Unripe,0.0007817735090462363,0,0,0.9659410112359551,0.9542961608775137,0.8976057055527255,0.8382956878850103,31.831898960545434,24.455124622778584,21.940315189448977,21.772661227227
Unripe,0.0007801181321743007,0,0,0.9370729953254225,0.9579755987347492,0.8362631843294827,0.8990408884401817,31.017175998215478,24.682132500557664,22.206111978585767,22.09457952264109
Unripe,0.01900278940027894,0,0,0.8407185628742515,0.9429160935350757,0.9442090395480226,0.8932842686292548,29.678336591434157,25.839701439488184,25.164385996090278,19.317575972987385
Unripe,0.01993704092339979,0,0,0.8435619735258725,0.941958041958042,0.942225392296719,0.8846846846846846,29.657387580299787,25.517487508922198,25.017844396859385,19.80728051391863
Unripe,0.08269166387679946,0,0,0.8940783986655546,0.9538119087367836,0.6607375271149675,0.5191256830601093,32.81934306569343,32.79197080291971,21.03102189781022,13.35766423357664
Unripe,0.08693138010794141,0,0,0.9232491205628398,0.9479166666666666,0.7370820668693009,0.6921975662133143,33.00612201815495,31.412286257124762,20.83597213426219,14.745619590458094
Unripe,0.14878241932290637,0,0,0.9816118935837246,0.9794069192751236,0.9950666008880118,0.9099496221662469,29.72438655657635,28.23584137690429,23.57250843121293,18.46726363530643
Unripe,0.0002102312543798178,0,0,0.9377959535083943,0.8922577152138603,0.9464012251148545,0.8009015777610818,32.56465970421252,25.89191841312119,22.884979322913015,18.658442559753276
Unripe,0.15826961349114904,0,0,0.9810765349032801,0.9755740107474352,0.9950956351152526,0.9770992366412213,29.591836734693878,25.47287207565953,25.373320059731206,19.56197112991538
Unripe,0.0,0,0,0.9303423848878394,0.9183996383363472,0.9222492190211732,0.9072727272727272,36.20431716178671,31.516705848828096,20.524328560233666,11.754648429151528
Unripe,0.0,0,0,0.9302141157811261,0.9164926931106472,0.9224918507787033,0.9188712522045855,36.505753781573425,31.20069479626547,19.982630093363248,12.310921328797859
Unripe,0.0039670878636497205,0,0,0.9665218964893232,0.9105727869594747,0.8631897203325775,0.9442724458204335,40.75822392683286,32.57855140876235,19.51615282490043,7.147071839504352
Unripe,0.006016140865737344,0,0,0.9728899331285017,0.9014364640883978,0.8754925137903862,0.9464285714285714,40.839976380277534,33.39976380277532,18.733392382639504,7.026867434307647
Unripe,0.0012185215272136475,0,0,0.9510985116938342,0.9416,0.9894086496028244,0.8238434163701067,28.69052460349736,25.41683611224075,23.037820252135013,22.85481903212688
Unripe,0.0012445550715619166,0,0,0.9454131918119788,0.9241435562805873,0.99137187230371,0.8523852385238524,27.39356178608515,25.462097611630323,24.07061266874351,23.07372793354102
Unripe,0.016850777008050925,0,0,0.999438202247191,0.9597529388324367,0.8584392014519057,0.984463812050019,33.89830508474576,31.860597981336884,17.488732304957786,16.752364628959562
Unripe,0.018857901726427623,0,0,0.9987939698492462,0.972949578013417,0.9834424335772045,0.8315911730545877,33.66946399566865,31.273687060097455,17.575798592311855,17.481050351922036
Unripe,0.03808033385498174,0,0,0.9123612705702258,0.8760016870518769,0.9286367795059469,0.9209756097560976,28.340563991323208,25.71583514099783,23.70932754880694,22.234273318872017
Unripe,0.00021126760563380283,0,0,0.8956087299500395,0.8927062799211489,0.925331079177233,0.8861566484517304,26.78734944002254,25.012326547862223,24.99823906459111,23.202084947524124
Unripe,0.0378929835519467,0,0,0.9106252397391638,0.8871303623490212,0.9361213235294118,0.9329446064139941,28.208180047608742,25.979225275914303,23.544687297121836,22.26790737935512
Unripe,0.0003674106732800588,0,0,0.908223407241089,0.9903094717099094,0.8857142857142857,0.7813362782992822,32.73913442984471,29.394468437011856,21.22576495451622,16.640632178627214
Unripe,0.0,0,0,0.9471491799010674,0.9655172413793104,0.89625,0.7872340425531915,34.53205070574485,28.679313134945613,21.576912703407356,15.211723455902185
Unripe,0.0017811201266574313,0,0,0.8852339181286549,0.8263834251245739,0.9546916890080429,0.8984218077474893,27.12133227597145,25.198255352894527,24.649748876553,23.03066349458102
Unripe,0.005324146570623238,0,0,0.914395134039198,0.8007162957278077,0.9051589369463262,0.958040064970222,27.953400503778337,24.615869017632242,24.16876574307305,23.261964735516372
Unripe,0.05028348359512966,0,0,0.9137020077492075,0.948321388155413,0.8760717069368668,0.9842738205365402,27.784302211783128,25.944411822274414,25.112546486592286,21.158739479350167
Unripe,0.04953617810760668,0,0,0.907789032483409,0.9428135722455204,0.8679984332158245,0.9759855006796556,27.942611750927192,25.60023423775132,24.917040796408354,21.540113214913138
Unripe,0.0016981320547397863,0,0,0.9642224583776124,0.9437262357414449,0.929776382895253,0.8032128514056225,28.24694816890134,26.31578947368421,25.505303181909145,19.931959175505305
Unripe,0.002394492666866208,0,0,0.9651285663966185,0.9403441682600382,0.9371141975308642,0.8054275473630312,28.392839283928396,26.15261526152615,25.922592259225922,19.53195319531953
